"","Season","County","Week","Year","Incidents","Predicted","Error","Latitude","Longitude"
"21167","2011-2012","Washington",24,2012,0,NA,NA,43.3123766,-73.4394282
"21186","2011-2012","Wayne",24,2012,0,NA,NA,43.202,-77.0104
"21205","2011-2012","Westchester",24,2012,0,NA,NA,41.1527698,-73.745912
"21224","2011-2012","Wyoming",24,2012,0,NA,NA,42.7013627,-78.2285667
"21243","2011-2012","Yates",24,2012,0,NA,NA,42.6431,-77.1485
"20085","2011-2012","Albany",25,2012,0,NA,NA,42.5882713,-73.9740136
"20104","2011-2012","Allegany",25,2012,0,NA,NA,42.2478938,-78.0261758
"20123","2011-2012","Bronx",25,2012,0,NA,NA,40.8448,-73.8648
"20142","2011-2012","Broome",25,2012,0,NA,NA,42.1619773,-75.830291
"20161","2011-2012","Cattaraugus",25,2012,0,NA,NA,42.2448527,-78.6810055
"20180","2011-2012","Cayuga",25,2012,0,NA,NA,43.0085456,-76.5745866
"20199","2011-2012","Chautauqua",25,2012,0,NA,NA,42.3042159,-79.4075949
"20218","2011-2012","Chemung",25,2012,0,NA,NA,42.1552807,-76.7471788
"20237","2011-2012","Chenango",25,2012,0,NA,NA,42.489732,-75.6049051
"20256","2011-2012","Clinton",25,2012,0,NA,NA,44.7527103,-73.7056478
"20275","2011-2012","Columbia",25,2012,0,NA,NA,42.2477286,-73.6268046
"20294","2011-2012","Cortland",25,2012,0,NA,NA,42.5938237,-76.0762647
"20313","2011-2012","Delaware",25,2012,0,NA,NA,42.1939865,-74.966728
"20332","2011-2012","Dutchess",25,2012,0,NA,NA,41.7550085,-73.7399512
"20351","2011-2012","Erie",25,2012,0,NA,NA,42.752759,-78.7781922
"20370","2011-2012","Essex",25,2012,0,NA,NA,44.1089711,-73.7775726
"20389","2011-2012","Franklin",25,2012,0,NA,NA,44.5943743,-74.3106698
"20408","2011-2012","Fulton",25,2012,0,NA,NA,43.1156093,-74.4236782
"20427","2011-2012","Genesee",25,2012,0,NA,NA,43.0009096,-78.1927784
"20446","2011-2012","Greene",25,2012,0,NA,NA,42.2869511,-74.1494949
"20465","2011-2012","Hamilton",25,2012,0,NA,NA,43.6578786,-74.5024556
"20484","2011-2012","Herkimer",25,2012,0,NA,NA,43.1631,-74.8741
"20503","2011-2012","Jefferson",25,2012,0,NA,NA,44.0607,-75.9928
"20522","2011-2012","Kings",25,2012,0,NA,NA,40.6782,-73.9442
"20541","2011-2012","Lewis",25,2012,0,NA,NA,43.7863965,-75.4426165
"20560","2011-2012","Livingston",25,2012,0,NA,NA,42.7274845,-77.7697795
"20579","2011-2012","Madison",25,2012,0,NA,NA,42.9100255,-75.6635749
"20598","2011-2012","Monroe",25,2012,0,NA,NA,43.174966,-77.639663
"20617","2011-2012","Montgomery",25,2012,0,NA,NA,42.9008912,-74.4353575
"20636","2011-2012","Nassau",25,2012,0,NA,NA,40.7506561,-73.582905
"20655","2011-2012","New york",25,2012,0,NA,NA,40.7831,-73.9712
"20674","2011-2012","Niagara",25,2012,0,NA,NA,43.203001,-78.71083
"20693","2011-2012","Oneida",25,2012,0,NA,NA,43.2427273,-75.4342824
"20712","2011-2012","Onondaga",25,2012,0,NA,NA,43.0065299,-76.1961167
"20731","2011-2012","Ontario",25,2012,0,NA,NA,42.8566949,-77.3032768
"20750","2011-2012","Orange",25,2012,0,NA,NA,41.4024096,-74.3062522
"20769","2011-2012","Orleans",25,2012,0,NA,NA,43.209007,-78.254897
"20788","2011-2012","Oswego",25,2012,0,NA,NA,43.4614428,-76.209258
"20807","2011-2012","Otsego",25,2012,0,NA,NA,42.6297762,-75.028841
"20826","2011-2012","Putnam",25,2012,0,NA,NA,41.4351,-73.7949
"20845","2011-2012","Queens",25,2012,0,NA,NA,40.7282,-73.7949
"20864","2011-2012","Rensselaer",25,2012,0,NA,NA,42.7104206,-73.5138454
"20883","2011-2012","Richmond",25,2012,0,NA,NA,40.5795,-74.1502
"20902","2011-2012","Rockland",25,2012,0,NA,NA,41.1547851,-74.0247721
"20921","2011-2012","Saratoga",25,2012,0,NA,NA,43.1061353,-73.8553872
"20940","2011-2012","Schenectady",25,2012,0,NA,NA,42.8175421,-74.0435834
"20959","2011-2012","Schoharie",25,2012,0,NA,NA,42.591294,-74.4381718
"20978","2011-2012","Schuyler",25,2012,0,NA,NA,42.419776,-76.9386038
"20997","2011-2012","Seneca",25,2012,0,NA,NA,42.7652,-76.8721
"21016","2011-2012","St lawrence",25,2012,0,NA,NA,44.4881125,-75.074311
"21035","2011-2012","Steuben",25,2012,0,NA,NA,42.2667252,-77.3855253
"21054","2011-2012","Suffolk",25,2012,0,NA,NA,40.943554,-72.6922184
"21073","2011-2012","Sullivan",25,2012,0,NA,NA,41.7201763,-74.7646796
"21092","2011-2012","Tioga",25,2012,0,NA,NA,42.1256,-76.3637
"21111","2011-2012","Tompkins",25,2012,0,NA,NA,42.4532811,-76.4737116
"21130","2011-2012","Ulster",25,2012,0,NA,NA,41.9472321,-74.265447
"21149","2011-2012","Warren",25,2012,0,NA,NA,43.5551053,-73.8381388
"21168","2011-2012","Washington",25,2012,0,NA,NA,43.3123766,-73.4394282
"21187","2011-2012","Wayne",25,2012,0,NA,NA,43.202,-77.0104
"21206","2011-2012","Westchester",25,2012,0,NA,NA,41.1527698,-73.745912
"21225","2011-2012","Wyoming",25,2012,0,NA,NA,42.7013627,-78.2285667
"21244","2011-2012","Yates",25,2012,0,NA,NA,42.6431,-77.1485
"20086","2011-2012","Albany",26,2012,0,NA,NA,42.5882713,-73.9740136
"20105","2011-2012","Allegany",26,2012,0,NA,NA,42.2478938,-78.0261758
"20124","2011-2012","Bronx",26,2012,0,NA,NA,40.8448,-73.8648
"20143","2011-2012","Broome",26,2012,0,NA,NA,42.1619773,-75.830291
"20162","2011-2012","Cattaraugus",26,2012,0,NA,NA,42.2448527,-78.6810055
"20181","2011-2012","Cayuga",26,2012,0,NA,NA,43.0085456,-76.5745866
"20200","2011-2012","Chautauqua",26,2012,0,NA,NA,42.3042159,-79.4075949
"20219","2011-2012","Chemung",26,2012,0,NA,NA,42.1552807,-76.7471788
"20238","2011-2012","Chenango",26,2012,0,NA,NA,42.489732,-75.6049051
"20257","2011-2012","Clinton",26,2012,0,NA,NA,44.7527103,-73.7056478
"20276","2011-2012","Columbia",26,2012,0,NA,NA,42.2477286,-73.6268046
"20295","2011-2012","Cortland",26,2012,0,NA,NA,42.5938237,-76.0762647
"20314","2011-2012","Delaware",26,2012,0,NA,NA,42.1939865,-74.966728
"20333","2011-2012","Dutchess",26,2012,0,NA,NA,41.7550085,-73.7399512
"20352","2011-2012","Erie",26,2012,0,NA,NA,42.752759,-78.7781922
"20371","2011-2012","Essex",26,2012,0,NA,NA,44.1089711,-73.7775726
"20390","2011-2012","Franklin",26,2012,0,NA,NA,44.5943743,-74.3106698
"20409","2011-2012","Fulton",26,2012,0,NA,NA,43.1156093,-74.4236782
"20428","2011-2012","Genesee",26,2012,0,NA,NA,43.0009096,-78.1927784
"20447","2011-2012","Greene",26,2012,0,NA,NA,42.2869511,-74.1494949
"20466","2011-2012","Hamilton",26,2012,0,NA,NA,43.6578786,-74.5024556
"20485","2011-2012","Herkimer",26,2012,0,NA,NA,43.1631,-74.8741
"20504","2011-2012","Jefferson",26,2012,0,NA,NA,44.0607,-75.9928
"20523","2011-2012","Kings",26,2012,0,NA,NA,40.6782,-73.9442
"20542","2011-2012","Lewis",26,2012,0,NA,NA,43.7863965,-75.4426165
"20561","2011-2012","Livingston",26,2012,0,NA,NA,42.7274845,-77.7697795
"20580","2011-2012","Madison",26,2012,0,NA,NA,42.9100255,-75.6635749
"20599","2011-2012","Monroe",26,2012,0,NA,NA,43.174966,-77.639663
"20618","2011-2012","Montgomery",26,2012,0,NA,NA,42.9008912,-74.4353575
"20637","2011-2012","Nassau",26,2012,0,NA,NA,40.7506561,-73.582905
"20656","2011-2012","New york",26,2012,0,NA,NA,40.7831,-73.9712
"20675","2011-2012","Niagara",26,2012,0,NA,NA,43.203001,-78.71083
"20694","2011-2012","Oneida",26,2012,0,NA,NA,43.2427273,-75.4342824
"20713","2011-2012","Onondaga",26,2012,0,NA,NA,43.0065299,-76.1961167
"20732","2011-2012","Ontario",26,2012,0,NA,NA,42.8566949,-77.3032768
"20751","2011-2012","Orange",26,2012,0,NA,NA,41.4024096,-74.3062522
"20770","2011-2012","Orleans",26,2012,0,NA,NA,43.209007,-78.254897
"20789","2011-2012","Oswego",26,2012,0,NA,NA,43.4614428,-76.209258
"20808","2011-2012","Otsego",26,2012,0,NA,NA,42.6297762,-75.028841
"20827","2011-2012","Putnam",26,2012,0,NA,NA,41.4351,-73.7949
"20846","2011-2012","Queens",26,2012,0,NA,NA,40.7282,-73.7949
"20865","2011-2012","Rensselaer",26,2012,0,NA,NA,42.7104206,-73.5138454
"20884","2011-2012","Richmond",26,2012,0,NA,NA,40.5795,-74.1502
"20903","2011-2012","Rockland",26,2012,0,NA,NA,41.1547851,-74.0247721
"20922","2011-2012","Saratoga",26,2012,0,NA,NA,43.1061353,-73.8553872
"20941","2011-2012","Schenectady",26,2012,0,NA,NA,42.8175421,-74.0435834
"20960","2011-2012","Schoharie",26,2012,0,NA,NA,42.591294,-74.4381718
"20979","2011-2012","Schuyler",26,2012,0,NA,NA,42.419776,-76.9386038
"20998","2011-2012","Seneca",26,2012,0,NA,NA,42.7652,-76.8721
"21017","2011-2012","St lawrence",26,2012,0,NA,NA,44.4881125,-75.074311
"21036","2011-2012","Steuben",26,2012,0,NA,NA,42.2667252,-77.3855253
"21055","2011-2012","Suffolk",26,2012,0,NA,NA,40.943554,-72.6922184
"21074","2011-2012","Sullivan",26,2012,0,NA,NA,41.7201763,-74.7646796
"21093","2011-2012","Tioga",26,2012,0,NA,NA,42.1256,-76.3637
"21112","2011-2012","Tompkins",26,2012,0,NA,NA,42.4532811,-76.4737116
"21131","2011-2012","Ulster",26,2012,0,NA,NA,41.9472321,-74.265447
"21150","2011-2012","Warren",26,2012,0,NA,NA,43.5551053,-73.8381388
"21169","2011-2012","Washington",26,2012,0,NA,NA,43.3123766,-73.4394282
"21188","2011-2012","Wayne",26,2012,0,NA,NA,43.202,-77.0104
"21207","2011-2012","Westchester",26,2012,0,NA,NA,41.1527698,-73.745912
"21226","2011-2012","Wyoming",26,2012,0,NA,NA,42.7013627,-78.2285667
"21245","2011-2012","Yates",26,2012,0,NA,NA,42.6431,-77.1485
"20087","2011-2012","Albany",27,2012,0,NA,NA,42.5882713,-73.9740136
"20106","2011-2012","Allegany",27,2012,0,NA,NA,42.2478938,-78.0261758
"20125","2011-2012","Bronx",27,2012,0,NA,NA,40.8448,-73.8648
"20144","2011-2012","Broome",27,2012,0,NA,NA,42.1619773,-75.830291
"20163","2011-2012","Cattaraugus",27,2012,0,NA,NA,42.2448527,-78.6810055
"20182","2011-2012","Cayuga",27,2012,0,NA,NA,43.0085456,-76.5745866
"20201","2011-2012","Chautauqua",27,2012,0,NA,NA,42.3042159,-79.4075949
"20220","2011-2012","Chemung",27,2012,0,NA,NA,42.1552807,-76.7471788
"20239","2011-2012","Chenango",27,2012,0,NA,NA,42.489732,-75.6049051
"20258","2011-2012","Clinton",27,2012,0,NA,NA,44.7527103,-73.7056478
"20277","2011-2012","Columbia",27,2012,0,NA,NA,42.2477286,-73.6268046
"20296","2011-2012","Cortland",27,2012,0,NA,NA,42.5938237,-76.0762647
"20315","2011-2012","Delaware",27,2012,0,NA,NA,42.1939865,-74.966728
"20334","2011-2012","Dutchess",27,2012,0,NA,NA,41.7550085,-73.7399512
"20353","2011-2012","Erie",27,2012,0,NA,NA,42.752759,-78.7781922
"20372","2011-2012","Essex",27,2012,0,NA,NA,44.1089711,-73.7775726
"20391","2011-2012","Franklin",27,2012,0,NA,NA,44.5943743,-74.3106698
"20410","2011-2012","Fulton",27,2012,0,NA,NA,43.1156093,-74.4236782
"20429","2011-2012","Genesee",27,2012,0,NA,NA,43.0009096,-78.1927784
"20448","2011-2012","Greene",27,2012,0,NA,NA,42.2869511,-74.1494949
"20467","2011-2012","Hamilton",27,2012,0,NA,NA,43.6578786,-74.5024556
"20486","2011-2012","Herkimer",27,2012,0,NA,NA,43.1631,-74.8741
"20505","2011-2012","Jefferson",27,2012,0,NA,NA,44.0607,-75.9928
"20524","2011-2012","Kings",27,2012,0,NA,NA,40.6782,-73.9442
"20543","2011-2012","Lewis",27,2012,0,NA,NA,43.7863965,-75.4426165
"20562","2011-2012","Livingston",27,2012,0,NA,NA,42.7274845,-77.7697795
"20581","2011-2012","Madison",27,2012,0,NA,NA,42.9100255,-75.6635749
"20600","2011-2012","Monroe",27,2012,0,NA,NA,43.174966,-77.639663
"20619","2011-2012","Montgomery",27,2012,0,NA,NA,42.9008912,-74.4353575
"20638","2011-2012","Nassau",27,2012,0,NA,NA,40.7506561,-73.582905
"20657","2011-2012","New york",27,2012,0,NA,NA,40.7831,-73.9712
"20676","2011-2012","Niagara",27,2012,0,NA,NA,43.203001,-78.71083
"20695","2011-2012","Oneida",27,2012,0,NA,NA,43.2427273,-75.4342824
"20714","2011-2012","Onondaga",27,2012,0,NA,NA,43.0065299,-76.1961167
"20733","2011-2012","Ontario",27,2012,0,NA,NA,42.8566949,-77.3032768
"20752","2011-2012","Orange",27,2012,0,NA,NA,41.4024096,-74.3062522
"20771","2011-2012","Orleans",27,2012,0,NA,NA,43.209007,-78.254897
"20790","2011-2012","Oswego",27,2012,0,NA,NA,43.4614428,-76.209258
"20809","2011-2012","Otsego",27,2012,0,NA,NA,42.6297762,-75.028841
"20828","2011-2012","Putnam",27,2012,0,NA,NA,41.4351,-73.7949
"20847","2011-2012","Queens",27,2012,0,NA,NA,40.7282,-73.7949
"20866","2011-2012","Rensselaer",27,2012,0,NA,NA,42.7104206,-73.5138454
"20885","2011-2012","Richmond",27,2012,0,NA,NA,40.5795,-74.1502
"20904","2011-2012","Rockland",27,2012,0,NA,NA,41.1547851,-74.0247721
"20923","2011-2012","Saratoga",27,2012,0,NA,NA,43.1061353,-73.8553872
"20942","2011-2012","Schenectady",27,2012,0,NA,NA,42.8175421,-74.0435834
"20961","2011-2012","Schoharie",27,2012,0,NA,NA,42.591294,-74.4381718
"20980","2011-2012","Schuyler",27,2012,0,NA,NA,42.419776,-76.9386038
"20999","2011-2012","Seneca",27,2012,0,NA,NA,42.7652,-76.8721
"21018","2011-2012","St lawrence",27,2012,0,NA,NA,44.4881125,-75.074311
"21037","2011-2012","Steuben",27,2012,0,NA,NA,42.2667252,-77.3855253
"21056","2011-2012","Suffolk",27,2012,0,NA,NA,40.943554,-72.6922184
"21075","2011-2012","Sullivan",27,2012,0,NA,NA,41.7201763,-74.7646796
"21094","2011-2012","Tioga",27,2012,0,NA,NA,42.1256,-76.3637
"21113","2011-2012","Tompkins",27,2012,0,NA,NA,42.4532811,-76.4737116
"21132","2011-2012","Ulster",27,2012,0,NA,NA,41.9472321,-74.265447
"21151","2011-2012","Warren",27,2012,0,NA,NA,43.5551053,-73.8381388
"21170","2011-2012","Washington",27,2012,0,NA,NA,43.3123766,-73.4394282
"21189","2011-2012","Wayne",27,2012,0,NA,NA,43.202,-77.0104
"21208","2011-2012","Westchester",27,2012,0,NA,NA,41.1527698,-73.745912
"21227","2011-2012","Wyoming",27,2012,0,NA,NA,42.7013627,-78.2285667
"21246","2011-2012","Yates",27,2012,0,NA,NA,42.6431,-77.1485
"20088","2011-2012","Albany",28,2012,0,NA,NA,42.5882713,-73.9740136
"20107","2011-2012","Allegany",28,2012,0,NA,NA,42.2478938,-78.0261758
"20126","2011-2012","Bronx",28,2012,0,NA,NA,40.8448,-73.8648
"20145","2011-2012","Broome",28,2012,0,NA,NA,42.1619773,-75.830291
"20164","2011-2012","Cattaraugus",28,2012,0,NA,NA,42.2448527,-78.6810055
"20183","2011-2012","Cayuga",28,2012,0,NA,NA,43.0085456,-76.5745866
"20202","2011-2012","Chautauqua",28,2012,0,NA,NA,42.3042159,-79.4075949
"20221","2011-2012","Chemung",28,2012,0,NA,NA,42.1552807,-76.7471788
"20240","2011-2012","Chenango",28,2012,0,NA,NA,42.489732,-75.6049051
"20259","2011-2012","Clinton",28,2012,0,NA,NA,44.7527103,-73.7056478
"20278","2011-2012","Columbia",28,2012,0,NA,NA,42.2477286,-73.6268046
"20297","2011-2012","Cortland",28,2012,0,NA,NA,42.5938237,-76.0762647
"20316","2011-2012","Delaware",28,2012,0,NA,NA,42.1939865,-74.966728
"20335","2011-2012","Dutchess",28,2012,0,NA,NA,41.7550085,-73.7399512
"20354","2011-2012","Erie",28,2012,0,NA,NA,42.752759,-78.7781922
"20373","2011-2012","Essex",28,2012,0,NA,NA,44.1089711,-73.7775726
"20392","2011-2012","Franklin",28,2012,0,NA,NA,44.5943743,-74.3106698
"20411","2011-2012","Fulton",28,2012,0,NA,NA,43.1156093,-74.4236782
"20430","2011-2012","Genesee",28,2012,0,NA,NA,43.0009096,-78.1927784
"20449","2011-2012","Greene",28,2012,0,NA,NA,42.2869511,-74.1494949
"20468","2011-2012","Hamilton",28,2012,0,NA,NA,43.6578786,-74.5024556
"20487","2011-2012","Herkimer",28,2012,0,NA,NA,43.1631,-74.8741
"20506","2011-2012","Jefferson",28,2012,0,NA,NA,44.0607,-75.9928
"20525","2011-2012","Kings",28,2012,0,NA,NA,40.6782,-73.9442
"20544","2011-2012","Lewis",28,2012,0,NA,NA,43.7863965,-75.4426165
"20563","2011-2012","Livingston",28,2012,0,NA,NA,42.7274845,-77.7697795
"20582","2011-2012","Madison",28,2012,0,NA,NA,42.9100255,-75.6635749
"20601","2011-2012","Monroe",28,2012,0,NA,NA,43.174966,-77.639663
"20620","2011-2012","Montgomery",28,2012,0,NA,NA,42.9008912,-74.4353575
"20639","2011-2012","Nassau",28,2012,0,NA,NA,40.7506561,-73.582905
"20658","2011-2012","New york",28,2012,0,NA,NA,40.7831,-73.9712
"20677","2011-2012","Niagara",28,2012,0,NA,NA,43.203001,-78.71083
"20696","2011-2012","Oneida",28,2012,0,NA,NA,43.2427273,-75.4342824
"20715","2011-2012","Onondaga",28,2012,0,NA,NA,43.0065299,-76.1961167
"20734","2011-2012","Ontario",28,2012,0,NA,NA,42.8566949,-77.3032768
"20753","2011-2012","Orange",28,2012,0,NA,NA,41.4024096,-74.3062522
"20772","2011-2012","Orleans",28,2012,0,NA,NA,43.209007,-78.254897
"20791","2011-2012","Oswego",28,2012,0,NA,NA,43.4614428,-76.209258
"20810","2011-2012","Otsego",28,2012,0,NA,NA,42.6297762,-75.028841
"20829","2011-2012","Putnam",28,2012,0,NA,NA,41.4351,-73.7949
"20848","2011-2012","Queens",28,2012,0,NA,NA,40.7282,-73.7949
"20867","2011-2012","Rensselaer",28,2012,0,NA,NA,42.7104206,-73.5138454
"20886","2011-2012","Richmond",28,2012,0,NA,NA,40.5795,-74.1502
"20905","2011-2012","Rockland",28,2012,0,NA,NA,41.1547851,-74.0247721
"20924","2011-2012","Saratoga",28,2012,0,NA,NA,43.1061353,-73.8553872
"20943","2011-2012","Schenectady",28,2012,0,NA,NA,42.8175421,-74.0435834
"20962","2011-2012","Schoharie",28,2012,0,NA,NA,42.591294,-74.4381718
"20981","2011-2012","Schuyler",28,2012,0,NA,NA,42.419776,-76.9386038
"21000","2011-2012","Seneca",28,2012,0,NA,NA,42.7652,-76.8721
"21019","2011-2012","St lawrence",28,2012,0,NA,NA,44.4881125,-75.074311
"21038","2011-2012","Steuben",28,2012,0,NA,NA,42.2667252,-77.3855253
"21057","2011-2012","Suffolk",28,2012,0,NA,NA,40.943554,-72.6922184
"21076","2011-2012","Sullivan",28,2012,0,NA,NA,41.7201763,-74.7646796
"21095","2011-2012","Tioga",28,2012,0,NA,NA,42.1256,-76.3637
"21114","2011-2012","Tompkins",28,2012,0,NA,NA,42.4532811,-76.4737116
"21133","2011-2012","Ulster",28,2012,0,NA,NA,41.9472321,-74.265447
"21152","2011-2012","Warren",28,2012,0,NA,NA,43.5551053,-73.8381388
"21171","2011-2012","Washington",28,2012,0,NA,NA,43.3123766,-73.4394282
"21190","2011-2012","Wayne",28,2012,0,NA,NA,43.202,-77.0104
"21209","2011-2012","Westchester",28,2012,0,NA,NA,41.1527698,-73.745912
"21228","2011-2012","Wyoming",28,2012,0,NA,NA,42.7013627,-78.2285667
"21247","2011-2012","Yates",28,2012,0,NA,NA,42.6431,-77.1485
"20089","2011-2012","Albany",29,2012,0,NA,NA,42.5882713,-73.9740136
"20108","2011-2012","Allegany",29,2012,0,NA,NA,42.2478938,-78.0261758
"20127","2011-2012","Bronx",29,2012,0,NA,NA,40.8448,-73.8648
"20146","2011-2012","Broome",29,2012,0,NA,NA,42.1619773,-75.830291
"20165","2011-2012","Cattaraugus",29,2012,0,NA,NA,42.2448527,-78.6810055
"20184","2011-2012","Cayuga",29,2012,0,NA,NA,43.0085456,-76.5745866
"20203","2011-2012","Chautauqua",29,2012,0,NA,NA,42.3042159,-79.4075949
"20222","2011-2012","Chemung",29,2012,0,NA,NA,42.1552807,-76.7471788
"20241","2011-2012","Chenango",29,2012,0,NA,NA,42.489732,-75.6049051
"20260","2011-2012","Clinton",29,2012,0,NA,NA,44.7527103,-73.7056478
"20279","2011-2012","Columbia",29,2012,0,NA,NA,42.2477286,-73.6268046
"20298","2011-2012","Cortland",29,2012,0,NA,NA,42.5938237,-76.0762647
"20317","2011-2012","Delaware",29,2012,0,NA,NA,42.1939865,-74.966728
"20336","2011-2012","Dutchess",29,2012,0,NA,NA,41.7550085,-73.7399512
"20355","2011-2012","Erie",29,2012,0,NA,NA,42.752759,-78.7781922
"20374","2011-2012","Essex",29,2012,0,NA,NA,44.1089711,-73.7775726
"20393","2011-2012","Franklin",29,2012,0,NA,NA,44.5943743,-74.3106698
"20412","2011-2012","Fulton",29,2012,0,NA,NA,43.1156093,-74.4236782
"20431","2011-2012","Genesee",29,2012,0,NA,NA,43.0009096,-78.1927784
"20450","2011-2012","Greene",29,2012,0,NA,NA,42.2869511,-74.1494949
"20469","2011-2012","Hamilton",29,2012,0,NA,NA,43.6578786,-74.5024556
"20488","2011-2012","Herkimer",29,2012,0,NA,NA,43.1631,-74.8741
"20507","2011-2012","Jefferson",29,2012,0,NA,NA,44.0607,-75.9928
"20526","2011-2012","Kings",29,2012,0,NA,NA,40.6782,-73.9442
"20545","2011-2012","Lewis",29,2012,0,NA,NA,43.7863965,-75.4426165
"20564","2011-2012","Livingston",29,2012,0,NA,NA,42.7274845,-77.7697795
"20583","2011-2012","Madison",29,2012,0,NA,NA,42.9100255,-75.6635749
"20602","2011-2012","Monroe",29,2012,0,NA,NA,43.174966,-77.639663
"20621","2011-2012","Montgomery",29,2012,0,NA,NA,42.9008912,-74.4353575
"20640","2011-2012","Nassau",29,2012,0,NA,NA,40.7506561,-73.582905
"20659","2011-2012","New york",29,2012,0,NA,NA,40.7831,-73.9712
"20678","2011-2012","Niagara",29,2012,0,NA,NA,43.203001,-78.71083
"20697","2011-2012","Oneida",29,2012,0,NA,NA,43.2427273,-75.4342824
"20716","2011-2012","Onondaga",29,2012,0,NA,NA,43.0065299,-76.1961167
"20735","2011-2012","Ontario",29,2012,0,NA,NA,42.8566949,-77.3032768
"20754","2011-2012","Orange",29,2012,0,NA,NA,41.4024096,-74.3062522
"20773","2011-2012","Orleans",29,2012,0,NA,NA,43.209007,-78.254897
"20792","2011-2012","Oswego",29,2012,0,NA,NA,43.4614428,-76.209258
"20811","2011-2012","Otsego",29,2012,0,NA,NA,42.6297762,-75.028841
"20830","2011-2012","Putnam",29,2012,0,NA,NA,41.4351,-73.7949
"20849","2011-2012","Queens",29,2012,0,NA,NA,40.7282,-73.7949
"20868","2011-2012","Rensselaer",29,2012,0,NA,NA,42.7104206,-73.5138454
"20887","2011-2012","Richmond",29,2012,0,NA,NA,40.5795,-74.1502
"20906","2011-2012","Rockland",29,2012,0,NA,NA,41.1547851,-74.0247721
"20925","2011-2012","Saratoga",29,2012,0,NA,NA,43.1061353,-73.8553872
"20944","2011-2012","Schenectady",29,2012,0,NA,NA,42.8175421,-74.0435834
"20963","2011-2012","Schoharie",29,2012,0,NA,NA,42.591294,-74.4381718
"20982","2011-2012","Schuyler",29,2012,0,NA,NA,42.419776,-76.9386038
"21001","2011-2012","Seneca",29,2012,0,NA,NA,42.7652,-76.8721
"21020","2011-2012","St lawrence",29,2012,0,NA,NA,44.4881125,-75.074311
"21039","2011-2012","Steuben",29,2012,0,NA,NA,42.2667252,-77.3855253
"21058","2011-2012","Suffolk",29,2012,0,NA,NA,40.943554,-72.6922184
"21077","2011-2012","Sullivan",29,2012,0,NA,NA,41.7201763,-74.7646796
"21096","2011-2012","Tioga",29,2012,0,NA,NA,42.1256,-76.3637
"21115","2011-2012","Tompkins",29,2012,0,NA,NA,42.4532811,-76.4737116
"21134","2011-2012","Ulster",29,2012,0,NA,NA,41.9472321,-74.265447
"21153","2011-2012","Warren",29,2012,0,NA,NA,43.5551053,-73.8381388
"21172","2011-2012","Washington",29,2012,0,NA,NA,43.3123766,-73.4394282
"21191","2011-2012","Wayne",29,2012,0,NA,NA,43.202,-77.0104
"21210","2011-2012","Westchester",29,2012,0,NA,NA,41.1527698,-73.745912
"21229","2011-2012","Wyoming",29,2012,0,NA,NA,42.7013627,-78.2285667
"21248","2011-2012","Yates",29,2012,0,NA,NA,42.6431,-77.1485
"20090","2011-2012","Albany",30,2012,0,NA,NA,42.5882713,-73.9740136
"20109","2011-2012","Allegany",30,2012,0,NA,NA,42.2478938,-78.0261758
"20128","2011-2012","Bronx",30,2012,0,NA,NA,40.8448,-73.8648
"20147","2011-2012","Broome",30,2012,0,NA,NA,42.1619773,-75.830291
"20166","2011-2012","Cattaraugus",30,2012,0,NA,NA,42.2448527,-78.6810055
"20185","2011-2012","Cayuga",30,2012,0,NA,NA,43.0085456,-76.5745866
