"","Season","County","Week","Year","Incidents","Predicted","Error","Latitude","Longitude"
"6037","2011-2012","Jefferson",19,2012,1,NA,NA,44.0607,-75.9928
"6038","2011-2012","Kings",19,2012,15,NA,NA,40.6782,-73.9442
"6039","2011-2012","Lewis",19,2012,1,NA,NA,43.7863965,-75.4426165
"6040","2011-2012","Livingston",19,2012,1,NA,NA,42.7274845,-77.7697795
"6041","2011-2012","Madison",19,2012,2,NA,NA,42.9100255,-75.6635749
"6042","2011-2012","Monroe",19,2012,27,NA,NA,43.174966,-77.639663
"6043","2011-2012","Montgomery",19,2012,0,NA,NA,42.9008912,-74.4353575
"6044","2011-2012","Nassau",19,2012,14,NA,NA,40.7506561,-73.582905
"6045","2011-2012","New york",19,2012,12,NA,NA,40.7831,-73.9712
"6046","2011-2012","Niagara",19,2012,0,NA,NA,43.203001,-78.71083
"6047","2011-2012","Oneida",19,2012,10,NA,NA,43.2427273,-75.4342824
"6048","2011-2012","Onondaga",19,2012,16,NA,NA,43.0065299,-76.1961167
"6049","2011-2012","Ontario",19,2012,16,NA,NA,42.8566949,-77.3032768
"6050","2011-2012","Orange",19,2012,1,NA,NA,41.4024096,-74.3062522
"6051","2011-2012","Orleans",19,2012,3,NA,NA,43.209007,-78.254897
"6052","2011-2012","Oswego",19,2012,6,NA,NA,43.4614428,-76.209258
"6053","2011-2012","Otsego",19,2012,0,NA,NA,42.6297762,-75.028841
"6054","2011-2012","Putnam",19,2012,0,NA,NA,41.4351,-73.7949
"6055","2011-2012","Queens",19,2012,17,NA,NA,40.7282,-73.7949
"6056","2011-2012","Rensselaer",19,2012,0,NA,NA,42.7104206,-73.5138454
"6057","2011-2012","Richmond",19,2012,5,NA,NA,40.5795,-74.1502
"6058","2011-2012","Rockland",19,2012,0,NA,NA,41.1547851,-74.0247721
"6059","2011-2012","Saratoga",19,2012,4,NA,NA,43.1061353,-73.8553872
"6060","2011-2012","Schenectady",19,2012,4,NA,NA,42.8175421,-74.0435834
"6061","2011-2012","Schoharie",19,2012,0,NA,NA,42.591294,-74.4381718
"6062","2011-2012","Schuyler",19,2012,0,NA,NA,42.419776,-76.9386038
"6063","2011-2012","Seneca",19,2012,0,NA,NA,42.7652,-76.8721
"6064","2011-2012","St lawrence",19,2012,0,NA,NA,44.4881125,-75.074311
"6065","2011-2012","Steuben",19,2012,3,NA,NA,42.2667252,-77.3855253
"6066","2011-2012","Suffolk",19,2012,10,NA,NA,40.943554,-72.6922184
"6067","2011-2012","Sullivan",19,2012,1,NA,NA,41.7201763,-74.7646796
"6068","2011-2012","Tioga",19,2012,0,NA,NA,42.1256,-76.3637
"6069","2011-2012","Tompkins",19,2012,0,NA,NA,42.4532811,-76.4737116
"6070","2011-2012","Ulster",19,2012,1,NA,NA,41.9472321,-74.265447
"6071","2011-2012","Warren",19,2012,11,NA,NA,43.5551053,-73.8381388
"6072","2011-2012","Washington",19,2012,7,NA,NA,43.3123766,-73.4394282
"6073","2011-2012","Wayne",19,2012,4,NA,NA,43.202,-77.0104
"6074","2011-2012","Westchester",19,2012,7,NA,NA,41.1527698,-73.745912
"6075","2011-2012","Wyoming",19,2012,0,NA,NA,42.7013627,-78.2285667
"6076","2011-2012","Yates",19,2012,0,NA,NA,42.6431,-77.1485
"6077","2011-2012","Albany",20,2012,4,NA,NA,42.5882713,-73.9740136
"6078","2011-2012","Allegany",20,2012,0,NA,NA,42.2478938,-78.0261758
"6079","2011-2012","Bronx",20,2012,10,NA,NA,40.8448,-73.8648
"6080","2011-2012","Broome",20,2012,0,NA,NA,42.1619773,-75.830291
"6081","2011-2012","Cattaraugus",20,2012,0,NA,NA,42.2448527,-78.6810055
"6082","2011-2012","Cayuga",20,2012,0,NA,NA,43.0085456,-76.5745866
"6083","2011-2012","Chautauqua",20,2012,1,NA,NA,42.3042159,-79.4075949
"6084","2011-2012","Chemung",20,2012,0,NA,NA,42.1552807,-76.7471788
"6085","2011-2012","Chenango",20,2012,1,NA,NA,42.489732,-75.6049051
"6086","2011-2012","Clinton",20,2012,1,NA,NA,44.7527103,-73.7056478
"6087","2011-2012","Columbia",20,2012,3,NA,NA,42.2477286,-73.6268046
"6088","2011-2012","Cortland",20,2012,0,NA,NA,42.5938237,-76.0762647
"6089","2011-2012","Delaware",20,2012,0,NA,NA,42.1939865,-74.966728
"6090","2011-2012","Dutchess",20,2012,4,NA,NA,41.7550085,-73.7399512
"6091","2011-2012","Erie",20,2012,8,NA,NA,42.752759,-78.7781922
"6092","2011-2012","Essex",20,2012,0,NA,NA,44.1089711,-73.7775726
"6093","2011-2012","Franklin",20,2012,2,NA,NA,44.5943743,-74.3106698
"6094","2011-2012","Fulton",20,2012,3,NA,NA,43.1156093,-74.4236782
"6095","2011-2012","Genesee",20,2012,1,NA,NA,43.0009096,-78.1927784
"6096","2011-2012","Greene",20,2012,0,NA,NA,42.2869511,-74.1494949
"6097","2011-2012","Hamilton",20,2012,0,NA,NA,43.6578786,-74.5024556
"6098","2011-2012","Herkimer",20,2012,0,NA,NA,43.1631,-74.8741
"6099","2011-2012","Jefferson",20,2012,1,NA,NA,44.0607,-75.9928
"6100","2011-2012","Kings",20,2012,9,NA,NA,40.6782,-73.9442
"6101","2011-2012","Lewis",20,2012,3,NA,NA,43.7863965,-75.4426165
"6102","2011-2012","Livingston",20,2012,0,NA,NA,42.7274845,-77.7697795
"6103","2011-2012","Madison",20,2012,0,NA,NA,42.9100255,-75.6635749
"6104","2011-2012","Monroe",20,2012,13,NA,NA,43.174966,-77.639663
"6105","2011-2012","Montgomery",20,2012,0,NA,NA,42.9008912,-74.4353575
"6106","2011-2012","Nassau",20,2012,17,NA,NA,40.7506561,-73.582905
"6107","2011-2012","New york",20,2012,8,NA,NA,40.7831,-73.9712
"6108","2011-2012","Niagara",20,2012,0,NA,NA,43.203001,-78.71083
"6109","2011-2012","Oneida",20,2012,11,NA,NA,43.2427273,-75.4342824
"6110","2011-2012","Onondaga",20,2012,12,NA,NA,43.0065299,-76.1961167
"6111","2011-2012","Ontario",20,2012,5,NA,NA,42.8566949,-77.3032768
"6112","2011-2012","Orange",20,2012,1,NA,NA,41.4024096,-74.3062522
"6113","2011-2012","Orleans",20,2012,5,NA,NA,43.209007,-78.254897
"6114","2011-2012","Oswego",20,2012,4,NA,NA,43.4614428,-76.209258
"6115","2011-2012","Otsego",20,2012,0,NA,NA,42.6297762,-75.028841
"6116","2011-2012","Putnam",20,2012,0,NA,NA,41.4351,-73.7949
"6117","2011-2012","Queens",20,2012,11,NA,NA,40.7282,-73.7949
"6118","2011-2012","Rensselaer",20,2012,2,NA,NA,42.7104206,-73.5138454
"6119","2011-2012","Richmond",20,2012,2,NA,NA,40.5795,-74.1502
"6120","2011-2012","Rockland",20,2012,2,NA,NA,41.1547851,-74.0247721
"6121","2011-2012","Saratoga",20,2012,4,NA,NA,43.1061353,-73.8553872
"6122","2011-2012","Schenectady",20,2012,2,NA,NA,42.8175421,-74.0435834
"6123","2011-2012","Schoharie",20,2012,0,NA,NA,42.591294,-74.4381718
"6124","2011-2012","Schuyler",20,2012,0,NA,NA,42.419776,-76.9386038
"6125","2011-2012","Seneca",20,2012,0,NA,NA,42.7652,-76.8721
"6126","2011-2012","St lawrence",20,2012,1,NA,NA,44.4881125,-75.074311
"6127","2011-2012","Steuben",20,2012,2,NA,NA,42.2667252,-77.3855253
"6128","2011-2012","Suffolk",20,2012,10,NA,NA,40.943554,-72.6922184
"6129","2011-2012","Sullivan",20,2012,1,NA,NA,41.7201763,-74.7646796
"6130","2011-2012","Tioga",20,2012,0,NA,NA,42.1256,-76.3637
"6131","2011-2012","Tompkins",20,2012,1,NA,NA,42.4532811,-76.4737116
"6132","2011-2012","Ulster",20,2012,0,NA,NA,41.9472321,-74.265447
"6133","2011-2012","Warren",20,2012,7,NA,NA,43.5551053,-73.8381388
"6134","2011-2012","Washington",20,2012,1,NA,NA,43.3123766,-73.4394282
"6135","2011-2012","Wayne",20,2012,2,NA,NA,43.202,-77.0104
"6136","2011-2012","Westchester",20,2012,7,NA,NA,41.1527698,-73.745912
"6137","2011-2012","Wyoming",20,2012,0,NA,NA,42.7013627,-78.2285667
"6138","2011-2012","Yates",20,2012,0,NA,NA,42.6431,-77.1485
"20081","2011-2012","Albany",21,2012,0,NA,NA,42.5882713,-73.9740136
"20100","2011-2012","Allegany",21,2012,0,NA,NA,42.2478938,-78.0261758
"20119","2011-2012","Bronx",21,2012,0,NA,NA,40.8448,-73.8648
"20138","2011-2012","Broome",21,2012,0,NA,NA,42.1619773,-75.830291
"20157","2011-2012","Cattaraugus",21,2012,0,NA,NA,42.2448527,-78.6810055
"20176","2011-2012","Cayuga",21,2012,0,NA,NA,43.0085456,-76.5745866
"20195","2011-2012","Chautauqua",21,2012,0,NA,NA,42.3042159,-79.4075949
"20214","2011-2012","Chemung",21,2012,0,NA,NA,42.1552807,-76.7471788
"20233","2011-2012","Chenango",21,2012,0,NA,NA,42.489732,-75.6049051
"20252","2011-2012","Clinton",21,2012,0,NA,NA,44.7527103,-73.7056478
"20271","2011-2012","Columbia",21,2012,0,NA,NA,42.2477286,-73.6268046
"20290","2011-2012","Cortland",21,2012,0,NA,NA,42.5938237,-76.0762647
"20309","2011-2012","Delaware",21,2012,0,NA,NA,42.1939865,-74.966728
"20328","2011-2012","Dutchess",21,2012,0,NA,NA,41.7550085,-73.7399512
"20347","2011-2012","Erie",21,2012,0,NA,NA,42.752759,-78.7781922
"20366","2011-2012","Essex",21,2012,0,NA,NA,44.1089711,-73.7775726
"20385","2011-2012","Franklin",21,2012,0,NA,NA,44.5943743,-74.3106698
"20404","2011-2012","Fulton",21,2012,0,NA,NA,43.1156093,-74.4236782
"20423","2011-2012","Genesee",21,2012,0,NA,NA,43.0009096,-78.1927784
"20442","2011-2012","Greene",21,2012,0,NA,NA,42.2869511,-74.1494949
"20461","2011-2012","Hamilton",21,2012,0,NA,NA,43.6578786,-74.5024556
"20480","2011-2012","Herkimer",21,2012,0,NA,NA,43.1631,-74.8741
"20499","2011-2012","Jefferson",21,2012,0,NA,NA,44.0607,-75.9928
"20518","2011-2012","Kings",21,2012,0,NA,NA,40.6782,-73.9442
"20537","2011-2012","Lewis",21,2012,0,NA,NA,43.7863965,-75.4426165
"20556","2011-2012","Livingston",21,2012,0,NA,NA,42.7274845,-77.7697795
"20575","2011-2012","Madison",21,2012,0,NA,NA,42.9100255,-75.6635749
"20594","2011-2012","Monroe",21,2012,0,NA,NA,43.174966,-77.639663
"20613","2011-2012","Montgomery",21,2012,0,NA,NA,42.9008912,-74.4353575
"20632","2011-2012","Nassau",21,2012,0,NA,NA,40.7506561,-73.582905
"20651","2011-2012","New york",21,2012,0,NA,NA,40.7831,-73.9712
"20670","2011-2012","Niagara",21,2012,0,NA,NA,43.203001,-78.71083
"20689","2011-2012","Oneida",21,2012,0,NA,NA,43.2427273,-75.4342824
"20708","2011-2012","Onondaga",21,2012,0,NA,NA,43.0065299,-76.1961167
"20727","2011-2012","Ontario",21,2012,0,NA,NA,42.8566949,-77.3032768
"20746","2011-2012","Orange",21,2012,0,NA,NA,41.4024096,-74.3062522
"20765","2011-2012","Orleans",21,2012,0,NA,NA,43.209007,-78.254897
"20784","2011-2012","Oswego",21,2012,0,NA,NA,43.4614428,-76.209258
"20803","2011-2012","Otsego",21,2012,0,NA,NA,42.6297762,-75.028841
"20822","2011-2012","Putnam",21,2012,0,NA,NA,41.4351,-73.7949
"20841","2011-2012","Queens",21,2012,0,NA,NA,40.7282,-73.7949
"20860","2011-2012","Rensselaer",21,2012,0,NA,NA,42.7104206,-73.5138454
"20879","2011-2012","Richmond",21,2012,0,NA,NA,40.5795,-74.1502
"20898","2011-2012","Rockland",21,2012,0,NA,NA,41.1547851,-74.0247721
"20917","2011-2012","Saratoga",21,2012,0,NA,NA,43.1061353,-73.8553872
"20936","2011-2012","Schenectady",21,2012,0,NA,NA,42.8175421,-74.0435834
"20955","2011-2012","Schoharie",21,2012,0,NA,NA,42.591294,-74.4381718
"20974","2011-2012","Schuyler",21,2012,0,NA,NA,42.419776,-76.9386038
"20993","2011-2012","Seneca",21,2012,0,NA,NA,42.7652,-76.8721
"21012","2011-2012","St lawrence",21,2012,0,NA,NA,44.4881125,-75.074311
"21031","2011-2012","Steuben",21,2012,0,NA,NA,42.2667252,-77.3855253
"21050","2011-2012","Suffolk",21,2012,0,NA,NA,40.943554,-72.6922184
"21069","2011-2012","Sullivan",21,2012,0,NA,NA,41.7201763,-74.7646796
"21088","2011-2012","Tioga",21,2012,0,NA,NA,42.1256,-76.3637
"21107","2011-2012","Tompkins",21,2012,0,NA,NA,42.4532811,-76.4737116
"21126","2011-2012","Ulster",21,2012,0,NA,NA,41.9472321,-74.265447
"21145","2011-2012","Warren",21,2012,0,NA,NA,43.5551053,-73.8381388
"21164","2011-2012","Washington",21,2012,0,NA,NA,43.3123766,-73.4394282
"21183","2011-2012","Wayne",21,2012,0,NA,NA,43.202,-77.0104
"21202","2011-2012","Westchester",21,2012,0,NA,NA,41.1527698,-73.745912
"21221","2011-2012","Wyoming",21,2012,0,NA,NA,42.7013627,-78.2285667
"21240","2011-2012","Yates",21,2012,0,NA,NA,42.6431,-77.1485
"20082","2011-2012","Albany",22,2012,0,NA,NA,42.5882713,-73.9740136
"20101","2011-2012","Allegany",22,2012,0,NA,NA,42.2478938,-78.0261758
"20120","2011-2012","Bronx",22,2012,0,NA,NA,40.8448,-73.8648
"20139","2011-2012","Broome",22,2012,0,NA,NA,42.1619773,-75.830291
"20158","2011-2012","Cattaraugus",22,2012,0,NA,NA,42.2448527,-78.6810055
"20177","2011-2012","Cayuga",22,2012,0,NA,NA,43.0085456,-76.5745866
"20196","2011-2012","Chautauqua",22,2012,0,NA,NA,42.3042159,-79.4075949
"20215","2011-2012","Chemung",22,2012,0,NA,NA,42.1552807,-76.7471788
"20234","2011-2012","Chenango",22,2012,0,NA,NA,42.489732,-75.6049051
"20253","2011-2012","Clinton",22,2012,0,NA,NA,44.7527103,-73.7056478
"20272","2011-2012","Columbia",22,2012,0,NA,NA,42.2477286,-73.6268046
"20291","2011-2012","Cortland",22,2012,0,NA,NA,42.5938237,-76.0762647
"20310","2011-2012","Delaware",22,2012,0,NA,NA,42.1939865,-74.966728
"20329","2011-2012","Dutchess",22,2012,0,NA,NA,41.7550085,-73.7399512
"20348","2011-2012","Erie",22,2012,0,NA,NA,42.752759,-78.7781922
"20367","2011-2012","Essex",22,2012,0,NA,NA,44.1089711,-73.7775726
"20386","2011-2012","Franklin",22,2012,0,NA,NA,44.5943743,-74.3106698
"20405","2011-2012","Fulton",22,2012,0,NA,NA,43.1156093,-74.4236782
"20424","2011-2012","Genesee",22,2012,0,NA,NA,43.0009096,-78.1927784
"20443","2011-2012","Greene",22,2012,0,NA,NA,42.2869511,-74.1494949
"20462","2011-2012","Hamilton",22,2012,0,NA,NA,43.6578786,-74.5024556
"20481","2011-2012","Herkimer",22,2012,0,NA,NA,43.1631,-74.8741
"20500","2011-2012","Jefferson",22,2012,0,NA,NA,44.0607,-75.9928
"20519","2011-2012","Kings",22,2012,0,NA,NA,40.6782,-73.9442
"20538","2011-2012","Lewis",22,2012,0,NA,NA,43.7863965,-75.4426165
"20557","2011-2012","Livingston",22,2012,0,NA,NA,42.7274845,-77.7697795
"20576","2011-2012","Madison",22,2012,0,NA,NA,42.9100255,-75.6635749
"20595","2011-2012","Monroe",22,2012,0,NA,NA,43.174966,-77.639663
"20614","2011-2012","Montgomery",22,2012,0,NA,NA,42.9008912,-74.4353575
"20633","2011-2012","Nassau",22,2012,0,NA,NA,40.7506561,-73.582905
"20652","2011-2012","New york",22,2012,0,NA,NA,40.7831,-73.9712
"20671","2011-2012","Niagara",22,2012,0,NA,NA,43.203001,-78.71083
"20690","2011-2012","Oneida",22,2012,0,NA,NA,43.2427273,-75.4342824
"20709","2011-2012","Onondaga",22,2012,0,NA,NA,43.0065299,-76.1961167
"20728","2011-2012","Ontario",22,2012,0,NA,NA,42.8566949,-77.3032768
"20747","2011-2012","Orange",22,2012,0,NA,NA,41.4024096,-74.3062522
"20766","2011-2012","Orleans",22,2012,0,NA,NA,43.209007,-78.254897
"20785","2011-2012","Oswego",22,2012,0,NA,NA,43.4614428,-76.209258
"20804","2011-2012","Otsego",22,2012,0,NA,NA,42.6297762,-75.028841
"20823","2011-2012","Putnam",22,2012,0,NA,NA,41.4351,-73.7949
"20842","2011-2012","Queens",22,2012,0,NA,NA,40.7282,-73.7949
"20861","2011-2012","Rensselaer",22,2012,0,NA,NA,42.7104206,-73.5138454
"20880","2011-2012","Richmond",22,2012,0,NA,NA,40.5795,-74.1502
"20899","2011-2012","Rockland",22,2012,0,NA,NA,41.1547851,-74.0247721
"20918","2011-2012","Saratoga",22,2012,0,NA,NA,43.1061353,-73.8553872
"20937","2011-2012","Schenectady",22,2012,0,NA,NA,42.8175421,-74.0435834
"20956","2011-2012","Schoharie",22,2012,0,NA,NA,42.591294,-74.4381718
"20975","2011-2012","Schuyler",22,2012,0,NA,NA,42.419776,-76.9386038
"20994","2011-2012","Seneca",22,2012,0,NA,NA,42.7652,-76.8721
"21013","2011-2012","St lawrence",22,2012,0,NA,NA,44.4881125,-75.074311
"21032","2011-2012","Steuben",22,2012,0,NA,NA,42.2667252,-77.3855253
"21051","2011-2012","Suffolk",22,2012,0,NA,NA,40.943554,-72.6922184
"21070","2011-2012","Sullivan",22,2012,0,NA,NA,41.7201763,-74.7646796
"21089","2011-2012","Tioga",22,2012,0,NA,NA,42.1256,-76.3637
"21108","2011-2012","Tompkins",22,2012,0,NA,NA,42.4532811,-76.4737116
"21127","2011-2012","Ulster",22,2012,0,NA,NA,41.9472321,-74.265447
"21146","2011-2012","Warren",22,2012,0,NA,NA,43.5551053,-73.8381388
"21165","2011-2012","Washington",22,2012,0,NA,NA,43.3123766,-73.4394282
"21184","2011-2012","Wayne",22,2012,0,NA,NA,43.202,-77.0104
"21203","2011-2012","Westchester",22,2012,0,NA,NA,41.1527698,-73.745912
"21222","2011-2012","Wyoming",22,2012,0,NA,NA,42.7013627,-78.2285667
"21241","2011-2012","Yates",22,2012,0,NA,NA,42.6431,-77.1485
"20083","2011-2012","Albany",23,2012,0,NA,NA,42.5882713,-73.9740136
"20102","2011-2012","Allegany",23,2012,0,NA,NA,42.2478938,-78.0261758
"20121","2011-2012","Bronx",23,2012,0,NA,NA,40.8448,-73.8648
"20140","2011-2012","Broome",23,2012,0,NA,NA,42.1619773,-75.830291
"20159","2011-2012","Cattaraugus",23,2012,0,NA,NA,42.2448527,-78.6810055
"20178","2011-2012","Cayuga",23,2012,0,NA,NA,43.0085456,-76.5745866
"20197","2011-2012","Chautauqua",23,2012,0,NA,NA,42.3042159,-79.4075949
"20216","2011-2012","Chemung",23,2012,0,NA,NA,42.1552807,-76.7471788
"20235","2011-2012","Chenango",23,2012,0,NA,NA,42.489732,-75.6049051
"20254","2011-2012","Clinton",23,2012,0,NA,NA,44.7527103,-73.7056478
"20273","2011-2012","Columbia",23,2012,0,NA,NA,42.2477286,-73.6268046
"20292","2011-2012","Cortland",23,2012,0,NA,NA,42.5938237,-76.0762647
"20311","2011-2012","Delaware",23,2012,0,NA,NA,42.1939865,-74.966728
"20330","2011-2012","Dutchess",23,2012,0,NA,NA,41.7550085,-73.7399512
"20349","2011-2012","Erie",23,2012,0,NA,NA,42.752759,-78.7781922
"20368","2011-2012","Essex",23,2012,0,NA,NA,44.1089711,-73.7775726
"20387","2011-2012","Franklin",23,2012,0,NA,NA,44.5943743,-74.3106698
"20406","2011-2012","Fulton",23,2012,0,NA,NA,43.1156093,-74.4236782
"20425","2011-2012","Genesee",23,2012,0,NA,NA,43.0009096,-78.1927784
"20444","2011-2012","Greene",23,2012,0,NA,NA,42.2869511,-74.1494949
"20463","2011-2012","Hamilton",23,2012,0,NA,NA,43.6578786,-74.5024556
"20482","2011-2012","Herkimer",23,2012,0,NA,NA,43.1631,-74.8741
"20501","2011-2012","Jefferson",23,2012,0,NA,NA,44.0607,-75.9928
"20520","2011-2012","Kings",23,2012,0,NA,NA,40.6782,-73.9442
"20539","2011-2012","Lewis",23,2012,0,NA,NA,43.7863965,-75.4426165
"20558","2011-2012","Livingston",23,2012,0,NA,NA,42.7274845,-77.7697795
"20577","2011-2012","Madison",23,2012,0,NA,NA,42.9100255,-75.6635749
"20596","2011-2012","Monroe",23,2012,0,NA,NA,43.174966,-77.639663
"20615","2011-2012","Montgomery",23,2012,0,NA,NA,42.9008912,-74.4353575
"20634","2011-2012","Nassau",23,2012,0,NA,NA,40.7506561,-73.582905
"20653","2011-2012","New york",23,2012,0,NA,NA,40.7831,-73.9712
"20672","2011-2012","Niagara",23,2012,0,NA,NA,43.203001,-78.71083
"20691","2011-2012","Oneida",23,2012,0,NA,NA,43.2427273,-75.4342824
"20710","2011-2012","Onondaga",23,2012,0,NA,NA,43.0065299,-76.1961167
"20729","2011-2012","Ontario",23,2012,0,NA,NA,42.8566949,-77.3032768
"20748","2011-2012","Orange",23,2012,0,NA,NA,41.4024096,-74.3062522
"20767","2011-2012","Orleans",23,2012,0,NA,NA,43.209007,-78.254897
"20786","2011-2012","Oswego",23,2012,0,NA,NA,43.4614428,-76.209258
"20805","2011-2012","Otsego",23,2012,0,NA,NA,42.6297762,-75.028841
"20824","2011-2012","Putnam",23,2012,0,NA,NA,41.4351,-73.7949
"20843","2011-2012","Queens",23,2012,0,NA,NA,40.7282,-73.7949
"20862","2011-2012","Rensselaer",23,2012,0,NA,NA,42.7104206,-73.5138454
"20881","2011-2012","Richmond",23,2012,0,NA,NA,40.5795,-74.1502
"20900","2011-2012","Rockland",23,2012,0,NA,NA,41.1547851,-74.0247721
"20919","2011-2012","Saratoga",23,2012,0,NA,NA,43.1061353,-73.8553872
"20938","2011-2012","Schenectady",23,2012,0,NA,NA,42.8175421,-74.0435834
"20957","2011-2012","Schoharie",23,2012,0,NA,NA,42.591294,-74.4381718
"20976","2011-2012","Schuyler",23,2012,0,NA,NA,42.419776,-76.9386038
"20995","2011-2012","Seneca",23,2012,0,NA,NA,42.7652,-76.8721
"21014","2011-2012","St lawrence",23,2012,0,NA,NA,44.4881125,-75.074311
"21033","2011-2012","Steuben",23,2012,0,NA,NA,42.2667252,-77.3855253
"21052","2011-2012","Suffolk",23,2012,0,NA,NA,40.943554,-72.6922184
"21071","2011-2012","Sullivan",23,2012,0,NA,NA,41.7201763,-74.7646796
"21090","2011-2012","Tioga",23,2012,0,NA,NA,42.1256,-76.3637
"21109","2011-2012","Tompkins",23,2012,0,NA,NA,42.4532811,-76.4737116
"21128","2011-2012","Ulster",23,2012,0,NA,NA,41.9472321,-74.265447
"21147","2011-2012","Warren",23,2012,0,NA,NA,43.5551053,-73.8381388
"21166","2011-2012","Washington",23,2012,0,NA,NA,43.3123766,-73.4394282
"21185","2011-2012","Wayne",23,2012,0,NA,NA,43.202,-77.0104
"21204","2011-2012","Westchester",23,2012,0,NA,NA,41.1527698,-73.745912
"21223","2011-2012","Wyoming",23,2012,0,NA,NA,42.7013627,-78.2285667
"21242","2011-2012","Yates",23,2012,0,NA,NA,42.6431,-77.1485
"20084","2011-2012","Albany",24,2012,0,NA,NA,42.5882713,-73.9740136
"20103","2011-2012","Allegany",24,2012,0,NA,NA,42.2478938,-78.0261758
"20122","2011-2012","Bronx",24,2012,0,NA,NA,40.8448,-73.8648
"20141","2011-2012","Broome",24,2012,0,NA,NA,42.1619773,-75.830291
"20160","2011-2012","Cattaraugus",24,2012,0,NA,NA,42.2448527,-78.6810055
"20179","2011-2012","Cayuga",24,2012,0,NA,NA,43.0085456,-76.5745866
"20198","2011-2012","Chautauqua",24,2012,0,NA,NA,42.3042159,-79.4075949
"20217","2011-2012","Chemung",24,2012,0,NA,NA,42.1552807,-76.7471788
"20236","2011-2012","Chenango",24,2012,0,NA,NA,42.489732,-75.6049051
"20255","2011-2012","Clinton",24,2012,0,NA,NA,44.7527103,-73.7056478
"20274","2011-2012","Columbia",24,2012,0,NA,NA,42.2477286,-73.6268046
"20293","2011-2012","Cortland",24,2012,0,NA,NA,42.5938237,-76.0762647
"20312","2011-2012","Delaware",24,2012,0,NA,NA,42.1939865,-74.966728
"20331","2011-2012","Dutchess",24,2012,0,NA,NA,41.7550085,-73.7399512
"20350","2011-2012","Erie",24,2012,0,NA,NA,42.752759,-78.7781922
"20369","2011-2012","Essex",24,2012,0,NA,NA,44.1089711,-73.7775726
"20388","2011-2012","Franklin",24,2012,0,NA,NA,44.5943743,-74.3106698
"20407","2011-2012","Fulton",24,2012,0,NA,NA,43.1156093,-74.4236782
"20426","2011-2012","Genesee",24,2012,0,NA,NA,43.0009096,-78.1927784
"20445","2011-2012","Greene",24,2012,0,NA,NA,42.2869511,-74.1494949
"20464","2011-2012","Hamilton",24,2012,0,NA,NA,43.6578786,-74.5024556
"20483","2011-2012","Herkimer",24,2012,0,NA,NA,43.1631,-74.8741
"20502","2011-2012","Jefferson",24,2012,0,NA,NA,44.0607,-75.9928
"20521","2011-2012","Kings",24,2012,0,NA,NA,40.6782,-73.9442
"20540","2011-2012","Lewis",24,2012,0,NA,NA,43.7863965,-75.4426165
"20559","2011-2012","Livingston",24,2012,0,NA,NA,42.7274845,-77.7697795
"20578","2011-2012","Madison",24,2012,0,NA,NA,42.9100255,-75.6635749
"20597","2011-2012","Monroe",24,2012,0,NA,NA,43.174966,-77.639663
"20616","2011-2012","Montgomery",24,2012,0,NA,NA,42.9008912,-74.4353575
"20635","2011-2012","Nassau",24,2012,0,NA,NA,40.7506561,-73.582905
"20654","2011-2012","New york",24,2012,0,NA,NA,40.7831,-73.9712
"20673","2011-2012","Niagara",24,2012,0,NA,NA,43.203001,-78.71083
"20692","2011-2012","Oneida",24,2012,0,NA,NA,43.2427273,-75.4342824
"20711","2011-2012","Onondaga",24,2012,0,NA,NA,43.0065299,-76.1961167
"20730","2011-2012","Ontario",24,2012,0,NA,NA,42.8566949,-77.3032768
"20749","2011-2012","Orange",24,2012,0,NA,NA,41.4024096,-74.3062522
"20768","2011-2012","Orleans",24,2012,0,NA,NA,43.209007,-78.254897
"20787","2011-2012","Oswego",24,2012,0,NA,NA,43.4614428,-76.209258
"20806","2011-2012","Otsego",24,2012,0,NA,NA,42.6297762,-75.028841
"20825","2011-2012","Putnam",24,2012,0,NA,NA,41.4351,-73.7949
"20844","2011-2012","Queens",24,2012,0,NA,NA,40.7282,-73.7949
"20863","2011-2012","Rensselaer",24,2012,0,NA,NA,42.7104206,-73.5138454
"20882","2011-2012","Richmond",24,2012,0,NA,NA,40.5795,-74.1502
"20901","2011-2012","Rockland",24,2012,0,NA,NA,41.1547851,-74.0247721
"20920","2011-2012","Saratoga",24,2012,0,NA,NA,43.1061353,-73.8553872
"20939","2011-2012","Schenectady",24,2012,0,NA,NA,42.8175421,-74.0435834
"20958","2011-2012","Schoharie",24,2012,0,NA,NA,42.591294,-74.4381718
"20977","2011-2012","Schuyler",24,2012,0,NA,NA,42.419776,-76.9386038
"20996","2011-2012","Seneca",24,2012,0,NA,NA,42.7652,-76.8721
"21015","2011-2012","St lawrence",24,2012,0,NA,NA,44.4881125,-75.074311
"21034","2011-2012","Steuben",24,2012,0,NA,NA,42.2667252,-77.3855253
"21053","2011-2012","Suffolk",24,2012,0,NA,NA,40.943554,-72.6922184
"21072","2011-2012","Sullivan",24,2012,0,NA,NA,41.7201763,-74.7646796
"21091","2011-2012","Tioga",24,2012,0,NA,NA,42.1256,-76.3637
"21110","2011-2012","Tompkins",24,2012,0,NA,NA,42.4532811,-76.4737116
"21129","2011-2012","Ulster",24,2012,0,NA,NA,41.9472321,-74.265447
"21148","2011-2012","Warren",24,2012,0,NA,NA,43.5551053,-73.8381388
